,beer,TIMESTAMP,Month,day_of_week,is_weekend,Winter,Spring,Summer,Fall,actual_beer_sold
514,65,1243555200,5,4,0,0,1,0,0,34.0
515,53,1243641600,5,5,1,0,1,0,0,27.0
516,81,1243728000,5,6,1,0,1,0,0,39.0
517,77,1243814400,6,0,0,0,0,1,0,36.0
518,79,1243900800,6,1,0,0,0,1,0,47.0
519,93,1243987200,6,2,0,0,0,1,0,51.0
520,75,1244073600,6,3,0,0,0,1,0,36.0
521,100,1244160000,6,4,0,0,0,1,0,40.0
522,69,1244246400,6,5,1,0,0,1,0,39.0
523,65,1244332800,6,6,1,0,0,1,0,38.0
524,67,1244419200,6,0,0,0,0,1,0,37.0
525,80,1244505600,6,1,0,0,0,1,0,36.0
526,79,1244592000,6,2,0,0,0,1,0,44.0
527,74,1244678400,6,3,0,0,0,1,0,33.0
528,84,1244764800,6,4,0,0,0,1,0,37.0
529,83,1244851200,6,5,1,0,0,1,0,38.0
530,67,1244937600,6,6,1,0,0,1,0,29.0
531,75,1245024000,6,0,0,0,0,1,0,41.0
532,64,1245110400,6,1,0,0,0,1,0,27.0
533,78,1245196800,6,2,0,0,0,1,0,36.0
534,79,1245283200,6,3,0,0,0,1,0,39.0
535,99,1245369600,6,4,0,0,0,1,0,43.0
536,89,1245456000,6,5,1,0,0,1,0,47.0
537,97,1245542400,6,6,1,0,0,1,0,46.0
538,63,1245628800,6,0,0,0,0,1,0,30.0
539,56,1245715200,6,1,0,0,0,1,0,29.0
540,79,1245801600,6,2,0,0,0,1,0,30.0
541,70,1245888000,6,3,0,0,0,1,0,43.0
542,84,1245974400,6,4,0,0,0,1,0,49.0
543,77,1246060800,6,5,1,0,0,1,0,41.0
544,77,1246147200,6,6,1,0,0,1,0,42.0
545,65,1246233600,6,0,0,0,0,1,0,30.0
546,74,1246320000,6,1,0,0,0,1,0,31.0
547,51,1246406400,7,2,0,0,0,1,0,28.0
548,43,1246492800,7,3,0,0,0,1,0,21.0
549,49,1246579200,7,4,0,0,0,1,0,18.0
550,66,1246665600,7,5,1,0,0,1,0,26.0
551,33,1246752000,7,6,1,0,0,1,0,20.0
552,48,1246838400,7,0,0,0,0,1,0,29.0
553,47,1246924800,7,1,0,0,0,1,0,21.0
554,53,1247011200,7,2,0,0,0,1,0,28.0
555,42,1247097600,7,3,0,0,0,1,0,20.0
556,71,1247184000,7,4,0,0,0,1,0,16.0
557,40,1247270400,7,5,1,0,0,1,0,23.0
558,54,1247356800,7,6,1,0,0,1,0,26.0
559,52,1247443200,7,0,0,0,0,1,0,33.0
560,43,1247529600,7,1,0,0,0,1,0,20.0
561,46,1247616000,7,2,0,0,0,1,0,21.0
562,55,1247702400,7,3,0,0,0,1,0,27.0
563,55,1247788800,7,4,0,0,0,1,0,28.0
564,50,1247875200,7,5,1,0,0,1,0,20.0
565,57,1247961600,7,6,1,0,0,1,0,28.0
566,45,1248048000,7,0,0,0,0,1,0,14.0
567,52,1248134400,7,1,0,0,0,1,0,15.0
568,25,1248220800,7,2,0,0,0,1,0,2.0
569,47,1248307200,7,3,0,0,0,1,0,28.0
570,45,1248393600,7,4,0,0,0,1,0,29.0
571,30,1248480000,7,5,1,0,0,1,0,16.0
572,34,1248566400,7,6,1,0,0,1,0,28.0
573,56,1248652800,7,0,0,0,0,1,0,25.0
574,63,1248739200,7,1,0,0,0,1,0,23.0
575,66,1248825600,7,2,0,0,0,1,0,34.0
576,87,1248912000,7,3,0,0,0,1,0,38.0
577,100,1248998400,7,4,0,0,0,1,0,51.0
578,93,1249084800,8,5,1,0,0,1,0,49.0
579,44,1249171200,8,6,1,0,0,1,0,22.0
580,63,1249257600,8,0,0,0,0,1,0,32.0
581,81,1249344000,8,1,0,0,0,1,0,39.0
582,78,1249430400,8,2,0,0,0,1,0,42.0
583,95,1249516800,8,3,0,0,0,1,0,50.0
584,69,1249603200,8,4,0,0,0,1,0,28.0
585,65,1249689600,8,5,1,0,0,1,0,36.0
586,57,1249776000,8,6,1,0,0,1,0,31.0
587,55,1249862400,8,0,0,0,0,1,0,39.0
588,67,1249948800,8,1,0,0,0,1,0,38.0
589,72,1250035200,8,2,0,0,0,1,0,41.0
590,86,1250121600,8,3,0,0,0,1,0,51.0
591,100,1250208000,8,4,0,0,0,1,0,46.0
592,77,1250294400,8,5,1,0,0,1,0,38.0
593,51,1250380800,8,6,1,0,0,1,0,34.0
594,73,1250467200,8,0,0,0,0,1,0,31.0
595,61,1250553600,8,1,0,0,0,1,0,34.0
596,54,1250640000,8,2,0,0,0,1,0,28.0
597,68,1250726400,8,3,0,0,0,1,0,36.0
598,64,1250812800,8,4,0,0,0,1,0,36.0
599,37,1250899200,8,5,1,0,0,1,0,20.0
600,64,1250985600,8,6,1,0,0,1,0,29.0
601,46,1251072000,8,0,0,0,0,1,0,28.0
602,51,1251158400,8,1,0,0,0,1,0,20.0
603,70,1251244800,8,2,0,0,0,1,0,34.0
604,70,1251331200,8,3,0,0,0,1,0,38.0
605,70,1251417600,8,4,0,0,0,1,0,34.0
606,44,1251504000,8,5,1,0,0,1,0,22.0
607,70,1251590400,8,6,1,0,0,1,0,29.0
608,41,1251676800,8,0,0,0,0,1,0,15.0
609,71,1251763200,9,1,0,0,0,0,1,37.0
610,56,1251849600,9,2,0,0,0,0,1,23.0
611,99,1251936000,9,3,0,0,0,0,1,50.0
612,73,1252022400,9,4,0,0,0,0,1,31.0
613,58,1252108800,9,5,1,0,0,0,1,32.0
614,90,1252195200,9,6,1,0,0,0,1,47.0
615,66,1252281600,9,0,0,0,0,0,1,27.0
616,83,1252368000,9,1,0,0,0,0,1,42.0
617,64,1252454400,9,2,0,0,0,0,1,41.0
618,72,1252540800,9,3,0,0,0,0,1,38.0
619,71,1252627200,9,4,0,0,0,0,1,44.0
620,61,1252713600,9,5,1,0,0,0,1,30.0
621,63,1252800000,9,6,1,0,0,0,1,25.0
622,91,1252886400,9,0,0,0,0,0,1,40.0
623,66,1252972800,9,1,0,0,0,0,1,29.0
624,80,1253059200,9,2,0,0,0,0,1,38.0
625,90,1253145600,9,3,0,0,0,0,1,47.0
626,75,1253232000,9,4,0,0,0,0,1,33.0
627,82,1253318400,9,5,1,0,0,0,1,33.0
628,77,1253404800,9,6,1,0,0,0,1,43.0
629,76,1253491200,9,0,0,0,0,0,1,39.0
630,79,1253577600,9,1,0,0,0,0,1,38.0
631,85,1253664000,9,2,0,0,0,0,1,42.0
632,78,1253750400,9,3,0,0,0,0,1,38.0
633,100,1253836800,9,4,0,0,0,0,1,51.0
634,85,1253923200,9,5,1,0,0,0,1,49.0
635,83,1254009600,9,6,1,0,0,0,1,43.0
636,74,1254096000,9,0,0,0,0,0,1,33.0
637,59,1254182400,9,1,0,0,0,0,1,31.0
638,72,1254268800,9,2,0,0,0,0,1,35.0
639,93,1254355200,10,3,0,0,0,0,1,37.0
640,74,1254441600,10,4,0,0,0,0,1,30.0
641,61,1254528000,10,5,1,0,0,0,1,35.0
642,82,1254614400,10,6,1,0,0,0,1,37.0
643,79,1254700800,10,0,0,0,0,0,1,44.0
644,98,1254787200,10,1,0,0,0,0,1,52.0
645,58,1254873600,10,2,0,0,0,0,1,30.0
646,84,1254960000,10,3,0,0,0,0,1,47.0
647,72,1255046400,10,4,0,0,0,0,1,40.0
648,84,1255132800,10,5,1,0,0,0,1,40.0
649,56,1255219200,10,6,1,0,0,0,1,29.0
650,100,1255305600,10,0,0,0,0,0,1,45.0
651,63,1255392000,10,1,0,0,0,0,1,29.0
652,68,1255478400,10,2,0,0,0,0,1,33.0
653,68,1255564800,10,3,0,0,0,0,1,32.0
654,90,1255651200,10,4,0,0,0,0,1,53.0
655,63,1255737600,10,5,1,0,0,0,1,24.0
656,47,1255824000,10,6,1,0,0,0,1,32.0
657,60,1255910400,10,0,0,0,0,0,1,24.0
658,57,1255996800,10,1,0,0,0,0,1,16.0
659,48,1256083200,10,2,0,0,0,0,1,22.0
660,34,1256169600,10,3,0,0,0,0,1,20.0
661,58,1256256000,10,4,0,0,0,0,1,25.0
662,65,1256342400,10,5,1,0,0,0,1,37.0
663,72,1256428800,10,6,1,0,0,0,1,36.0
664,67,1256515200,10,0,0,0,0,0,1,32.0
665,68,1256601600,10,1,0,0,0,0,1,39.0
666,35,1256688000,10,2,0,0,0,0,1,21.0
667,59,1256774400,10,3,0,0,0,0,1,27.0
668,77,1256860800,10,4,0,0,0,0,1,33.0
669,63,1256947200,10,5,1,0,0,0,1,21.0
670,36,1257033600,11,6,1,0,0,0,1,18.0
671,59,1257120000,11,0,0,0,0,0,1,25.0
672,100,1257206400,11,1,0,0,0,0,1,58.0
673,61,1257292800,11,2,0,0,0,0,1,24.0
674,35,1257379200,11,3,0,0,0,0,1,22.0
675,53,1257465600,11,4,0,0,0,0,1,27.0
676,62,1257552000,11,5,1,0,0,0,1,32.0
677,50,1257638400,11,6,1,0,0,0,1,17.0
678,56,1257724800,11,0,0,0,0,0,1,16.0
679,47,1257811200,11,1,0,0,0,0,1,25.0
680,49,1257897600,11,2,0,0,0,0,1,29.0
681,61,1257984000,11,3,0,0,0,0,1,32.0
682,62,1258070400,11,4,0,0,0,0,1,26.0
683,79,1258156800,11,5,1,0,0,0,1,41.0
684,56,1258243200,11,6,1,0,0,0,1,32.0
685,70,1258329600,11,0,0,0,0,0,1,40.0
686,42,1258416000,11,1,0,0,0,0,1,16.0
687,44,1258502400,11,2,0,0,0,0,1,15.0
688,62,1258588800,11,3,0,0,0,0,1,31.0
689,55,1258675200,11,4,0,0,0,0,1,36.0
690,55,1258761600,11,5,1,0,0,0,1,40.0
691,73,1258848000,11,6,1,0,0,0,1,44.0
692,43,1258934400,11,0,0,0,0,0,1,10.0
693,60,1259020800,11,1,0,0,0,0,1,33.0
694,61,1259107200,11,2,0,0,0,0,1,21.0
695,61,1259193600,11,3,0,0,0,0,1,32.0
696,43,1259280000,11,4,0,0,0,0,1,18.0
697,36,1259366400,11,5,1,0,0,0,1,17.0
698,68,1259452800,11,6,1,0,0,0,1,33.0
699,48,1259539200,11,0,0,0,0,0,1,23.0
700,70,1259625600,12,1,0,1,0,0,0,39.0
701,93,1259712000,12,2,0,1,0,0,0,42.0
702,72,1259798400,12,3,0,1,0,0,0,37.0
703,70,1259884800,12,4,0,1,0,0,0,27.0
704,80,1259971200,12,5,1,1,0,0,0,31.0
705,76,1260057600,12,6,1,1,0,0,0,37.0
706,65,1260144000,12,0,0,1,0,0,0,25.0
707,70,1260230400,12,1,0,1,0,0,0,38.0
708,67,1260316800,12,2,0,1,0,0,0,31.0
709,70,1260403200,12,3,0,1,0,0,0,42.0
710,56,1260489600,12,4,0,1,0,0,0,31.0
711,93,1260576000,12,5,1,1,0,0,0,39.0
712,79,1260662400,12,6,1,1,0,0,0,38.0
713,68,1260748800,12,0,0,1,0,0,0,27.0
714,82,1260835200,12,1,0,1,0,0,0,48.0
715,88,1260921600,12,2,0,1,0,0,0,46.0
716,79,1261008000,12,3,0,1,0,0,0,39.0
717,89,1261094400,12,4,0,1,0,0,0,49.0
718,88,1261180800,12,5,1,1,0,0,0,45.0
719,69,1261267200,12,6,1,1,0,0,0,29.0
720,66,1261353600,12,0,0,1,0,0,0,27.0
721,74,1261440000,12,1,0,1,0,0,0,34.0
722,84,1261526400,12,2,0,1,0,0,0,36.0
723,60,1261612800,12,3,0,1,0,0,0,30.0
724,62,1261699200,12,4,0,1,0,0,0,31.0
725,63,1261785600,12,5,1,1,0,0,0,31.0
726,72,1261872000,12,6,1,1,0,0,0,35.0
727,57,1261958400,12,0,0,1,0,0,0,30.0
728,65,1262044800,12,1,0,1,0,0,0,37.0
729,60,1262131200,12,2,0,1,0,0,0,27.0
730,100,1262217600,12,3,0,1,0,0,0,58.0
731,74,1262304000,1,4,0,1,0,0,0,30.0
732,60,1262390400,1,5,1,1,0,0,0,33.0
733,57,1262476800,1,6,1,1,0,0,0,32.0
734,56,1262563200,1,0,0,1,0,0,0,28.0
735,56,1262649600,1,1,0,1,0,0,0,22.0
736,50,1262736000,1,2,0,1,0,0,0,19.0
737,52,1262822400,1,3,0,1,0,0,0,29.0
738,70,1262908800,1,4,0,1,0,0,0,34.0
739,81,1262995200,1,5,1,1,0,0,0,41.0
740,43,1263081600,1,6,1,1,0,0,0,20.0
741,79,1263168000,1,0,0,1,0,0,0,31.0
742,56,1263254400,1,1,0,1,0,0,0,26.0
743,54,1263340800,1,2,0,1,0,0,0,24.0
744,60,1263427200,1,3,0,1,0,0,0,36.0
745,81,1263513600,1,4,0,1,0,0,0,45.0
746,76,1263600000,1,5,1,1,0,0,0,31.0
747,55,1263686400,1,6,1,1,0,0,0,28.0
748,63,1263772800,1,0,0,1,0,0,0,43.0
749,70,1263859200,1,1,0,1,0,0,0,33.0
750,62,1263945600,1,2,0,1,0,0,0,31.0
751,68,1264032000,1,3,0,1,0,0,0,30.0
752,61,1264118400,1,4,0,1,0,0,0,32.0
753,100,1264204800,1,5,1,1,0,0,0,48.0
754,76,1264291200,1,6,1,1,0,0,0,40.0
755,91,1264377600,1,0,0,1,0,0,0,48.0
756,71,1264464000,1,1,0,1,0,0,0,37.0
757,71,1264550400,1,2,0,1,0,0,0,34.0
758,70,1264636800,1,3,0,1,0,0,0,30.0
759,66,1264723200,1,4,0,1,0,0,0,28.0
760,66,1264809600,1,5,1,1,0,0,0,38.0
761,85,1264896000,1,6,1,1,0,0,0,39.0
762,54,1264982400,2,0,0,1,0,0,0,35.0
763,82,1265068800,2,1,0,1,0,0,0,44.0
764,47,1265155200,2,2,0,1,0,0,0,22.0
765,66,1265241600,2,3,0,1,0,0,0,40.0
766,95,1265328000,2,4,0,1,0,0,0,47.0
767,73,1265414400,2,5,1,1,0,0,0,30.0
768,100,1265500800,2,6,1,1,0,0,0,42.0
769,74,1265587200,2,0,0,1,0,0,0,38.0
770,68,1265673600,2,1,0,1,0,0,0,35.0
771,79,1265760000,2,2,0,1,0,0,0,36.0
772,73,1265846400,2,3,0,1,0,0,0,39.0
773,72,1265932800,2,4,0,1,0,0,0,38.0
774,66,1266019200,2,5,1,1,0,0,0,36.0
775,74,1266105600,2,6,1,1,0,0,0,35.0
776,65,1266192000,2,0,0,1,0,0,0,35.0
777,70,1266278400,2,1,0,1,0,0,0,27.0
778,39,1266364800,2,2,0,1,0,0,0,18.0
779,54,1266451200,2,3,0,1,0,0,0,31.0
780,75,1266537600,2,4,0,1,0,0,0,33.0
781,48,1266624000,2,5,1,1,0,0,0,27.0
782,49,1266710400,2,6,1,1,0,0,0,26.0
783,47,1266796800,2,0,0,1,0,0,0,21.0
784,48,1266883200,2,1,0,1,0,0,0,25.0
785,52,1266969600,2,2,0,1,0,0,0,27.0
786,76,1267056000,2,3,0,1,0,0,0,47.0
787,64,1267142400,2,4,0,1,0,0,0,27.0
788,57,1267228800,2,5,1,1,0,0,0,27.0
789,51,1267315200,2,6,1,1,0,0,0,21.0
790,40,1267401600,3,0,0,0,1,0,0,31.0
791,47,1267488000,3,1,0,0,1,0,0,20.0
792,28,1267574400,3,2,0,0,1,0,0,15.0
793,56,1267660800,3,3,0,0,1,0,0,28.0
794,71,1267747200,3,4,0,0,1,0,0,41.0
795,51,1267833600,3,5,1,0,1,0,0,29.0
796,35,1267920000,3,6,1,0,1,0,0,12.0
797,50,1268006400,3,0,0,0,1,0,0,18.0
798,54,1268092800,3,1,0,0,1,0,0,24.0
799,58,1268179200,3,2,0,0,1,0,0,25.0
800,60,1268265600,3,3,0,0,1,0,0,34.0
801,53,1268352000,3,4,0,0,1,0,0,32.0
802,46,1268438400,3,5,1,0,1,0,0,31.0
803,32,1268524800,3,6,1,0,1,0,0,10.0
804,45,1268611200,3,0,0,0,1,0,0,29.0
805,40,1268697600,3,1,0,0,1,0,0,19.0
806,100,1268784000,3,2,0,0,1,0,0,54.0
807,61,1268870400,3,3,0,0,1,0,0,30.0
808,47,1268956800,3,4,0,0,1,0,0,26.0
809,49,1269043200,3,5,1,0,1,0,0,24.0
810,51,1269129600,3,6,1,0,1,0,0,21.0
811,45,1269216000,3,0,0,0,1,0,0,19.0
812,48,1269302400,3,1,0,0,1,0,0,30.0
813,50,1269388800,3,2,0,0,1,0,0,26.0
814,46,1269475200,3,3,0,0,1,0,0,27.0
815,65,1269561600,3,4,0,0,1,0,0,33.0
816,51,1269648000,3,5,1,0,1,0,0,29.0
817,43,1269734400,3,6,1,0,1,0,0,10.0
818,67,1269820800,3,0,0,0,1,0,0,35.0
819,51,1269907200,3,1,0,0,1,0,0,20.0
820,47,1269993600,3,2,0,0,1,0,0,26.0
821,73,1270080000,4,3,0,0,1,0,0,39.0
822,100,1270166400,4,4,0,0,1,0,0,51.0
823,74,1270252800,4,5,1,0,1,0,0,40.0
824,35,1270339200,4,6,1,0,1,0,0,21.0
825,60,1270425600,4,0,0,0,1,0,0,17.0
826,75,1270512000,4,1,0,0,1,0,0,43.0
827,60,1270598400,4,2,0,0,1,0,0,34.0
828,87,1270684800,4,3,0,0,1,0,0,39.0
829,73,1270771200,4,4,0,0,1,0,0,44.0
830,54,1270857600,4,5,1,0,1,0,0,26.0
831,51,1270944000,4,6,1,0,1,0,0,28.0
832,61,1271030400,4,0,0,0,1,0,0,34.0
833,75,1271116800,4,1,0,0,1,0,0,27.0
834,67,1271203200,4,2,0,0,1,0,0,41.0
835,92,1271289600,4,3,0,0,1,0,0,46.0
836,69,1271376000,4,4,0,0,1,0,0,36.0
837,54,1271462400,4,5,1,0,1,0,0,30.0
838,76,1271548800,4,6,1,0,1,0,0,32.0
839,41,1271635200,4,0,0,0,1,0,0,17.0
840,64,1271721600,4,1,0,0,1,0,0,35.0
841,64,1271808000,4,2,0,0,1,0,0,39.0
842,52,1271894400,4,3,0,0,1,0,0,22.0
843,83,1271980800,4,4,0,0,1,0,0,40.0
844,78,1272067200,4,5,1,0,1,0,0,37.0
845,48,1272153600,4,6,1,0,1,0,0,13.0
846,52,1272240000,4,0,0,0,1,0,0,34.0
847,69,1272326400,4,1,0,0,1,0,0,36.0
848,74,1272412800,4,2,0,0,1,0,0,31.0
849,64,1272499200,4,3,0,0,1,0,0,37.0
850,79,1272585600,4,4,0,0,1,0,0,37.0
851,80,1272672000,5,5,1,0,1,0,0,41.0
852,84,1272758400,5,6,1,0,1,0,0,36.0
853,87,1272844800,5,0,0,0,1,0,0,44.0
854,89,1272931200,5,1,0,0,1,0,0,46.0
855,96,1273017600,5,2,0,0,1,0,0,45.0
856,85,1273104000,5,3,0,0,1,0,0,39.0
857,100,1273190400,5,4,0,0,1,0,0,48.0
858,92,1273276800,5,5,1,0,1,0,0,48.0
859,58,1273363200,5,6,1,0,1,0,0,34.0
860,83,1273449600,5,0,0,0,1,0,0,44.0
861,73,1273536000,5,1,0,0,1,0,0,41.0
862,85,1273622400,5,2,0,0,1,0,0,46.0
863,87,1273708800,5,3,0,0,1,0,0,38.0
864,82,1273795200,5,4,0,0,1,0,0,39.0
865,97,1273881600,5,5,1,0,1,0,0,40.0
866,100,1273968000,5,6,1,0,1,0,0,55.0
867,74,1274054400,5,0,0,0,1,0,0,43.0
868,97,1274140800,5,1,0,0,1,0,0,55.0
869,94,1274227200,5,2,0,0,1,0,0,46.0
870,45,1274313600,5,3,0,0,1,0,0,22.0
871,78,1274400000,5,4,0,0,1,0,0,47.0
872,61,1274486400,5,5,1,0,1,0,0,39.0
873,73,1274572800,5,6,1,0,1,0,0,36.0
874,73,1274659200,5,0,0,0,1,0,0,34.0
875,68,1274745600,5,1,0,0,1,0,0,32.0
876,65,1274832000,5,2,0,0,1,0,0,31.0
877,92,1274918400,5,3,0,0,1,0,0,47.0
878,91,1275004800,5,4,0,0,1,0,0,48.0
879,94,1275091200,5,5,1,0,1,0,0,50.0
880,62,1275177600,5,6,1,0,1,0,0,37.0
881,65,1275264000,5,0,0,0,1,0,0,25.0
882,58,1275350400,6,1,0,0,0,0,0,24.0
883,91,1275436800,6,2,0,0,0,1,0,51.0
884,88,1275523200,6,3,0,0,0,1,0,46.0
885,62,1275609600,6,4,0,0,0,1,0,40.0
886,50,1275696000,6,5,1,0,0,1,0,31.0
887,56,1275782400,6,6,1,0,0,1,0,30.0
888,65,1275868800,6,0,0,0,0,1,0,41.0
889,83,1275955200,6,1,0,0,0,1,0,41.0
890,87,1276041600,6,2,0,0,0,1,0,49.0
891,81,1276128000,6,3,0,0,0,1,0,42.0
892,100,1276214400,6,4,0,0,0,1,0,44.0
893,60,1276300800,6,5,1,0,0,1,0,37.0
894,59,1276387200,6,6,1,0,0,1,0,29.0
895,56,1276473600,6,0,0,0,0,1,0,23.0
896,73,1276560000,6,1,0,0,0,1,0,36.0
897,72,1276646400,6,2,0,0,0,1,0,33.0
898,86,1276732800,6,3,0,0,0,1,0,50.0
899,89,1276819200,6,4,0,0,0,1,0,40.0
900,94,1276905600,6,5,1,0,0,1,0,40.0
901,52,1276992000,6,6,1,0,0,1,0,23.0
902,58,1277078400,6,0,0,0,0,1,0,31.0
903,62,1277164800,6,1,0,0,0,1,0,34.0
904,87,1277251200,6,2,0,0,0,1,0,32.0
905,88,1277337600,6,3,0,0,0,1,0,51.0
906,69,1277424000,6,4,0,0,0,1,0,30.0
907,70,1277510400,6,5,1,0,0,1,0,31.0
908,58,1277596800,6,6,1,0,0,1,0,32.0
909,58,1277683200,6,0,0,0,0,1,0,23.0
910,68,1277769600,6,1,0,0,0,1,0,33.0
911,73,1277856000,6,2,0,0,0,1,0,34.0
912,70,1277942400,7,3,0,0,0,1,0,40.0
913,86,1278028800,7,4,0,0,0,1,0,51.0
914,100,1278115200,7,5,1,0,0,1,0,47.0
915,73,1278201600,7,6,1,0,0,1,0,39.0
916,70,1278288000,7,0,0,0,0,1,0,27.0
917,67,1278374400,7,1,0,0,0,1,0,28.0
918,72,1278460800,7,2,0,0,0,1,0,34.0
919,59,1278547200,7,3,0,0,0,1,0,27.0
920,79,1278633600,7,4,0,0,0,1,0,39.0
921,62,1278720000,7,5,1,0,0,1,0,28.0
922,65,1278806400,7,6,1,0,0,1,0,34.0
923,96,1278892800,7,0,0,0,0,1,0,56.0
924,78,1278979200,7,1,0,0,0,1,0,27.0
925,55,1279065600,7,2,0,0,0,1,0,28.0
926,74,1279152000,7,3,0,0,0,1,0,36.0
927,84,1279238400,7,4,0,0,0,1,0,43.0
928,76,1279324800,7,5,1,0,0,1,0,32.0
929,91,1279411200,7,6,1,0,0,1,0,52.0
930,70,1279497600,7,0,0,0,0,1,0,40.0
931,62,1279584000,7,1,0,0,0,1,0,37.0
932,80,1279670400,7,2,0,0,0,1,0,42.0
933,83,1279756800,7,3,0,0,0,1,0,46.0
934,85,1279843200,7,4,0,0,0,1,0,40.0
935,59,1279929600,7,5,1,0,0,1,0,33.0
936,68,1280016000,7,6,1,0,0,1,0,38.0
937,57,1280102400,7,0,0,0,0,1,0,24.0
938,64,1280188800,7,1,0,0,0,1,0,32.0
939,66,1280275200,7,2,0,0,0,1,0,30.0
940,65,1280361600,7,3,0,0,0,1,0,35.0
941,87,1280448000,7,4,0,0,0,1,0,41.0
942,95,1280534400,7,5,1,0,0,1,0,50.0
943,86,1280620800,8,6,1,0,0,1,0,44.0
944,62,1280707200,8,0,0,0,0,1,0,43.0
945,65,1280793600,8,1,0,0,0,1,0,28.0
946,71,1280880000,8,2,0,0,0,1,0,40.0
947,85,1280966400,8,3,0,0,0,1,0,50.0
948,74,1281052800,8,4,0,0,0,1,0,43.0
949,87,1281139200,8,5,1,0,0,1,0,54.0
950,51,1281225600,8,6,1,0,0,1,0,26.0
951,79,1281312000,8,0,0,0,0,1,0,35.0
952,88,1281398400,8,1,0,0,0,1,0,37.0
953,90,1281484800,8,2,0,0,0,1,0,55.0
954,75,1281571200,8,3,0,0,0,1,0,36.0
955,73,1281657600,8,4,0,0,0,1,0,40.0
956,100,1281744000,8,5,1,0,0,1,0,53.0
957,72,1281830400,8,6,1,0,0,1,0,34.0
958,70,1281916800,8,0,0,0,0,1,0,41.0
959,70,1282003200,8,1,0,0,0,1,0,37.0
960,67,1282089600,8,2,0,0,0,1,0,32.0
961,83,1282176000,8,3,0,0,0,1,0,35.0
962,90,1282262400,8,4,0,0,0,1,0,41.0
963,77,1282348800,8,5,1,0,0,1,0,38.0
964,75,1282435200,8,6,1,0,0,1,0,35.0
965,64,1282521600,8,0,0,0,0,1,0,25.0
966,54,1282608000,8,1,0,0,0,1,0,25.0
967,64,1282694400,8,2,0,0,0,1,0,29.0
968,75,1282780800,8,3,0,0,0,1,0,34.0
969,85,1282867200,8,4,0,0,0,1,0,38.0
970,60,1282953600,8,5,1,0,0,1,0,27.0
971,58,1283040000,8,6,1,0,0,1,0,24.0
972,44,1283126400,8,0,0,0,0,1,0,12.0
973,57,1283212800,8,1,0,0,0,1,0,33.0
974,65,1283299200,9,2,0,0,0,0,1,19.0
975,57,1283385600,9,3,0,0,0,0,1,30.0
976,100,1283472000,9,4,0,0,0,0,1,54.0
977,56,1283558400,9,5,1,0,0,0,1,27.0
978,79,1283644800,9,6,1,0,0,0,1,44.0
979,43,1283731200,9,0,0,0,0,0,1,22.0
980,77,1283817600,9,1,0,0,0,0,1,25.0
981,64,1283904000,9,2,0,0,0,0,1,25.0
982,76,1283990400,9,3,0,0,0,0,1,41.0
983,79,1284076800,9,4,0,0,0,0,1,49.0
984,72,1284163200,9,5,1,0,0,0,1,38.0
985,61,1284249600,9,6,1,0,0,0,1,37.0
986,60,1284336000,9,0,0,0,0,0,1,35.0
987,52,1284422400,9,1,0,0,0,0,1,16.0
988,55,1284508800,9,2,0,0,0,0,1,26.0
989,58,1284595200,9,3,0,0,0,0,1,33.0
990,99,1284681600,9,4,0,0,0,0,1,40.0
991,61,1284768000,9,5,1,0,0,0,1,29.0
992,79,1284854400,9,6,1,0,0,0,1,37.0
993,91,1284940800,9,0,0,0,0,0,1,45.0
994,64,1285027200,9,1,0,0,0,0,1,37.0
995,73,1285113600,9,2,0,0,0,0,1,28.0
996,86,1285200000,9,3,0,0,0,0,1,44.0
997,70,1285286400,9,4,0,0,0,0,1,40.0
998,58,1285372800,9,5,1,0,0,0,1,35.0
999,46,1285459200,9,6,1,0,0,0,1,22.0
1000,64,1285545600,9,0,0,0,0,0,1,44.0
1001,61,1285632000,9,1,0,0,0,0,1,33.0
1002,65,1285718400,9,2,0,0,0,0,1,36.0
1003,75,1285804800,9,3,0,0,0,0,1,46.0
1004,78,1285891200,10,4,0,0,0,0,1,45.0
1005,87,1285977600,10,5,1,0,0,0,1,44.0
1006,72,1286064000,10,6,1,0,0,0,1,38.0
1007,48,1286150400,10,0,0,0,0,0,1,31.0
1008,60,1286236800,10,1,0,0,0,0,1,26.0
1009,75,1286323200,10,2,0,0,0,0,1,39.0
1010,79,1286409600,10,3,0,0,0,0,1,35.0
1011,80,1286496000,10,4,0,0,0,0,1,40.0
1012,75,1286582400,10,5,1,0,0,0,1,48.0
1013,83,1286668800,10,6,1,0,0,0,1,44.0
1014,67,1286755200,10,0,0,0,0,0,1,31.0
1015,49,1286841600,10,1,0,0,0,0,1,29.0
1016,77,1286928000,10,2,0,0,0,0,1,43.0
1017,54,1287014400,10,3,0,0,0,0,1,25.0
1018,79,1287100800,10,4,0,0,0,0,1,37.0
1019,66,1287187200,10,5,1,0,0,0,1,44.0
1020,71,1287273600,10,6,1,0,0,0,1,38.0
1021,58,1287360000,10,0,0,0,0,0,1,19.0
1022,74,1287446400,10,1,0,0,0,0,1,29.0
1023,75,1287532800,10,2,0,0,0,0,1,37.0
1024,58,1287619200,10,3,0,0,0,0,1,33.0
1025,84,1287705600,10,4,0,0,0,0,1,42.0
1026,100,1287792000,10,5,1,0,0,0,1,53.0
1027,43,1287878400,10,6,1,0,0,0,1,15.0
1028,69,1287964800,10,0,0,0,0,0,1,33.0
